22405;5 FEET FROM PVA 2000 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-25 21:36:19+00:00;2016
22409;10 FEET FROM SR1010 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-24 17:19:14+00:00;2016
22413;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-25 17:30:58+00:00;2016
22416;300 FEET FROM SR1615 (DAVIS DR);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-25 17:58:46+00:00;2016
22419;450 FEET FROM 251 CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-26 21:27:27+00:00;2016
22420;10 FEET FROM U.S. 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-27 20:02:44+00:00;2016
22421;150 FEET FROM PVA OF 200 BROOK ARBOR DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-26 20:18:07+00:00;2016
22424;30 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-26 21:16:38+00:00;2016
22425;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-28 00:35:29+00:00;2016
22436;100 FEET FROM P.V.A. (TARGET);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-05-30 18:40:46+00:00;2016
22440;211 FEET FROM P.V.A. 1253 BUCK JONES RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-05-30 18:38:40+00:00;2016
22441;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-05-30 05:31:40+00:00;2016
22452;200 FEET FROM P.V.A. OF 104 RAMSEY CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-30 02:01:00+00:00;2016
22453;0 FEET FROM SR1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-26 17:34:07+00:00;2016
22459;250 FEET FROM 501 CAITBOO AVE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-05-26 22:28:30+00:00;2016
22460;360 FEET FROM S.R. 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-05-31 20:26:17+00:00;2016
22464;.1 MILES FROM PVA (10140 GREEN LEVEL CHURCH);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-05-29 22:21:58+00:00;2016
22466;400 FEET FROM MICHIGAN AVE.;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-01 14:38:00+00:00;2016
22475;345 FEET FROM SR 1415 (SE MAYNARD RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-01 18:55:05+00:00;2016
22478;200 FEET FROM PVA AT 2000 WALNUT ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-01 19:50:11+00:00;2016
22483;150 FEET FROM PVA NEW WAVERLY PLACE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-01 22:18:49+00:00;2016
22493;0 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-02 22:19:17+00:00;2016
22494;.5 MILES FROM US 1;CONCRETE;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-06-03 06:29:38+00:00;2016
22499;100 FEET FROM NC 55 HWY;CONCRETE;DRY;DAYLIGHT;CLOUDY;2016-06-02 12:44:52+00:00;2016
22500;10 FEET FROM PINEY PLAINS RD (SR 1423);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-06-02 12:03:17+00:00;2016
22505;250 FEET FROM P.V.A. (1273 NW MAYNARD RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-04 13:39:58+00:00;2016
22506;25 FEET FROM 410 BENSON CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-04 20:38:08+00:00;2016
22510;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-06-06 03:28:00+00:00;2016
22512;100 FEET FROM SR 1497 (CARY TOWNE BLVD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-03 20:11:14+00:00;2016
22520;20 FEET FROM W CHATHAM ST;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-06-04 01:51:35+00:00;2016
22531;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-05 16:58:00+00:00;2016
22532;60 FEET FROM US 1 NB RAMP;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-04 21:24:59+00:00;2016
22535;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-05 18:34:26+00:00;2016
22536;CARY;SMOOTH ASPHALT;WET;DUSK;RAIN;2016-06-05 23:20:58+00:00;2016
22566;.5 MILES FROM U.S. 1 HWY;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-06-07 21:08:07+00:00;2016
22568;0 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-07 22:35:21+00:00;2016
22569;100 FEET FROM SR1652 (N HARRISON AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-08 21:36:23+00:00;2016
22573;.25 MILES FROM US 1 HWY SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-07 21:25:55+00:00;2016
22574;.25 MILES FROM US 1 HWY SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-07 17:48:11+00:00;2016
22575;1 MILES FROM WOODWINDS INDUSTRIAL CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-08 20:58:52+00:00;2016
22580;.02 MILES FROM SR-1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-09 17:35:51+00:00;2016
22582;.10 MILES FROM PVA OF ( 973 N. HARRISON AVE );SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-09 20:35:24+00:00;2016
22585;50 FEET FROM (SR1010) TEN-TEN;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-01 17:35:03+00:00;2016
22588;75 FEET FROM SR 1652 (N HARRISON AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-06-10 11:40:45+00:00;2016
21094;CARY;SMOOTH ASPHALT;WET;DUSK;RAIN;2016-02-08 22:26:30+00:00;2016
21095;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-14 20:50:56+00:00;2016
21098;35 FEET FROM OLDE WEATHERSTONE WAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-12 18:28:07+00:00;2016
21100;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-12 21:29:50+00:00;2016
21104;50 FEET FROM PVA 71 KILMAYNE DR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-12 16:25:00+00:00;2016
21106;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-09 15:56:00+00:00;2016
21111;.25 MILES FROM CROSSROADS BLVD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-14 22:27:58+00:00;2016
21114;CARY;COARSE ASPHALT;ICE;DARK - LIGHTED ROADWAY;FREEZING RAIN;2016-02-15 14:00:10+00:00;2016
21116;CARY;SMOOTH ASPHALT;SLUSH;DAYLIGHT;FREEZING RAIN;2016-02-15 18:08:20+00:00;2016
21119;30 FEET FROM SR1415 (SE MAYNARD RD);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2016-02-15 23:03:06+00:00;2016
21127;.1 MILES FROM HILLIARD FOREST DR;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-02-16 13:07:35+00:00;2016
21136;5 FEET FROM SR 1011 (W CHATHAM ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-17 12:01:34+00:00;2016
21140;0 FEET FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-02-16 14:26:06+00:00;2016
21145;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-18 04:23:00+00:00;2016
21147;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-11 03:43:00+00:00;2016
21148;120 FEET FROM US 1 HWY NB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-17 22:19:46+00:00;2016
21150;220 FEET FROM RAVENSTONE DR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2016-02-11 05:00:00+00:00;2016
21152;0 FEET FROM SR 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-17 01:02:37+00:00;2016
21169;20 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-19 15:29:00+00:00;2016
21175;0 FEET FROM OLD APEX RD SR 1616;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-19 13:18:37+00:00;2016
21184;50 FEET FROM SR 1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2015-02-16 05:00:00+00:00;2015
21185;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-02-21 04:44:00+00:00;2016
21203;50 FEET FROM PVA 1921 HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-20 18:18:08+00:00;2016
21208;112 FEET FROM SR1615 (HIGH HOUSE RD);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-02-22 22:46:36+00:00;2016
21209;NEAR .1 MILES FROM SR 1615 (GREEN LEVEL WEST RD);SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2016-02-23 02:58:37+00:00;2016
21212;10 FEET FROM PAINTED TURTLE LN;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-22 19:10:49+00:00;2016
21215;CARY;;;;CLOUDY;2016-02-14 02:48:15+00:00;2016
21217;124 FEET FROM PVA OF 321 BROOK ARBOR DR;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2016-02-22 01:53:44+00:00;2016
21221;.25 MILES FROM 1011 N HARRISON AVE;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-02-21 22:30:50+00:00;2016
21226;10 FEET FROM MACKENAN DR;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-02-23 15:14:00+00:00;2016
21230;35 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-23 21:22:50+00:00;2016
21235;250 FEET FROM SR3081 (CHAPEL HILL RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-02-24 00:35:56+00:00;2016
21237;.25 MILES FROM SR 1011 (OLD APEX RD);SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-02-24 13:03:56+00:00;2016
21241;53 FEET FROM PVA OF 790 SE CARY PKWY;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-02-24 04:08:00+00:00;2016
21242;70 FEET FROM SR 1611 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-23 14:20:02+00:00;2016
21253;46 FEET FROM P.V.A. (1000 INNOVATION AVE);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-25 17:23:00+00:00;2016
21254;.1 MILES FROM PVA 2010 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-25 19:54:16+00:00;2016
21261;.20 MILES FROM US 1 NORTH;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-26 04:48:00+00:00;2016
21262;CARY;;;;CLOUDY;2016-02-26 14:27:38+00:00;2016
21264;50 FEET FROM PVA 3430 TEN TEN RD(HARRIS TEE;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-02-24 15:58:00+00:00;2016
21268;0 FEET FROM SR 1300 (KILDAIRE FARM RD);;;;CLOUDY;2016-02-25 00:56:35+00:00;2016
21272;75 FEET FROM KEY WEST MEWS;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-25 06:12:18+00:00;2016
21276;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-26 22:13:44+00:00;2016
21280;75 FEET FROM FRESNO PL;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-25 21:57:50+00:00;2016
21288;.02 MILES FROM SR 1415 (SE MAYNARD RD);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-02-27 05:00:00+00:00;2016
21293;430 FEET FROM CHAPEL HILL RD (NC 54);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-28 23:57:05+00:00;2016
21296;100 FEET FROM MEDCON CT;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-28 20:56:47+00:00;2016
21312;60 FEET FROM PVA 2881 JONES FRANKLIN RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-01 01:37:34+00:00;2016
21328;.1 MILES FROM S.R. 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-02 21:44:01+00:00;2016
21329;72 FEET FROM SR 1300 KILDAIRE FARM RD;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-03-02 06:28:25+00:00;2016
21331;30 FEET FROM S.R. 1010 (TEN TEN RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-01 20:17:18+00:00;2016
21337;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-03 15:23:00+00:00;2016
21342;50 FEET FROM PVA 1513 WALNUT STREET;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-02 18:56:31+00:00;2016
21348;10 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;RAIN;2016-03-04 00:51:21+00:00;2016
21359;CARY;;;;CLOUDY;2016-03-04 20:13:34+00:00;2016
21366;100 FEET FROM PVA 2185 DAVIS DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-05 00:34:06+00:00;2016
21367;20 FEET FROM WALKER ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-05 01:52:54+00:00;2016
21369;30 FEET FROM GREEN LEVEL CHURCH RD (SR1600);SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-04 07:33:11+00:00;2016
21373;.1 MILES FROM PVA 2066 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-04 00:02:13+00:00;2016
21374;15 FEET FROM GREEN LEVEL CHURCH RD (SR1625);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-03-05 07:47:55+00:00;2016
21375;100 FEET FROM (SR-1011) E CHATHAM ST;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-05 12:46:23+00:00;2016
21376;30 FEET FROM US1 SOUTH HWY OFF RAMP;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-05 13:56:06+00:00;2016
21378;150 FEET FROM FRONTGATE DR;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-05 17:57:00+00:00;2016
21380;.37 MILES FROM SR-1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-05 20:31:57+00:00;2016
21384;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-03-06 15:21:00+00:00;2016
21390;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-02-28 11:31:02+00:00;2016
21391;10 FEET FROM SR# 3081 (CHAPEL HILL RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-07 21:46:50+00:00;2016
21397;120 FEET FROM 108 NORTHINGTON PL;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-07 03:53:00+00:00;2016
21414;300 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-08 21:50:52+00:00;2016
21416;300 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-09 14:21:57+00:00;2016
21417;451 FEET FROM PLEASANT GROVE CHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-10 17:02:00+00:00;2016
21421;175 FEET FROM I 40;SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-03-09 04:21:00+00:00;2016
21423;200 FEET FROM P.V.A. (CARY HIGH SCHOOL);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-10 20:08:05+00:00;2016
21431;.18 MILES FROM SR 1152 (HOLLY SPRINGS RD);SMOOTH ASPHALT;DRY;DARK - ROADWAY NOT LIGHTED;CLEAR;2016-03-11 00:00:42+00:00;2016
21433;20 FEET FROM SR-1009 TRYON RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-09 18:08:15+00:00;2016
21436;125 FEET FROM [SR1300]KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-01 13:29:40+00:00;2016
21438;200 FEET FROM [SR1010]TEN TEN RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-09 15:58:00+00:00;2016
21450;40 FEET FROM SR 1652 (N HARRISON AV);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-11 23:42:58+00:00;2016
21458;.10 MILES FROM SR1315 (BUCK JONES RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-07 14:54:35+00:00;2016
21463;30 FEET FROM P.V.A.(750 E CHATHAM ST);SMOOTH ASPHALT;DRY;DUSK;CLEAR;2016-03-14 00:46:15+00:00;2016
21464;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-01 00:17:35+00:00;2016
21469;.50 MILES FROM US 1 HWY;GROOVED CONCRETE;DRY;DAYLIGHT;CLOUDY;2016-03-14 11:46:16+00:00;2016
21470;20 FEET FROM PVA 986 HIGH HOUSE RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-11 17:30:00+00:00;2016
21473;0.1 MILES FROM 1105 WALNUT ST (PVA);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-14 19:58:39+00:00;2016
21474;25 FEET FROM SR 1313 (WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-03-14 18:47:51+00:00;2016
21483;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-03-15 11:41:33+00:00;2016
21489;300 FEET FROM US 1 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-16 14:52:00+00:00;2016
21504;100 FEET FROM US 1 HWY SB;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-17 14:14:00+00:00;2016
21509;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-16 19:54:44+00:00;2016
21510;15 FEET FROM SR 1009 (TRYON RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-17 19:20:08+00:00;2016
21514;.2 MILES FROM SR 1613 (DAVIS DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-16 21:35:15+00:00;2016
21515;5 FEET FROM SR 1300 (KILDAIRE FARM RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-16 20:52:35+00:00;2016
21521;90 FEET FROM P.V.A. 1363 SR 1415 (SE MAYNAR;SMOOTH ASPHALT;;DAYLIGHT;CLEAR;2016-03-16 16:51:00+00:00;2016
21524;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-16 12:44:19+00:00;2016
21527;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-17 15:59:00+00:00;2016
21528;82 FEET FROM P.V.A. (401 KITTY HAWK DR);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-18 15:18:00+00:00;2016
21530;CARY;;;;CLOUDY;2016-03-12 01:41:36+00:00;2016
21531;.12 MILES FROM PVA 2200 WATERFORD FOREST CIR;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-03-20 21:55:35+00:00;2016
21540;400 FEET FROM LAKE GROVE BLVD;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-19 03:26:00+00:00;2016
21544;340 FEET FROM CARMICHAEL CT;SMOOTH ASPHALT;WET;DAWN;CLOUDY;2016-03-20 12:13:15+00:00;2016
21562;100 FEET FROM DOMINION OAK CIR (PVA);COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-03-22 03:14:00+00:00;2016
21567;200 FEET FROM PVA 1393 KILDAIRE FARM RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-18 18:34:30+00:00;2016
21573;200 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-22 20:29:51+00:00;2016
21582;0 FEET FROM CAITBOO AV;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-03-22 18:02:42+00:00;2016
20603;140 FEET FROM PVA (2234 WALNUT ST);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-01-01 18:20:09+00:00;2016
20605;20 FEET FROM NC 54 HWY (CHAPEL HILL RD);COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-02 16:37:00+00:00;2016
20610;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-03 20:38:13+00:00;2016
20615;92 FEET FROM SR 1415 SE MAYNARD RD;SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2015-12-31 22:00:16+00:00;2015
20619;300 FEET FROM LAKE GROVE BLVD;SMOOTH ASPHALT;UNKNOWN;DARK - LIGHTED ROADWAY;CLEAR;2016-01-01 13:32:56+00:00;2016
20623;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-01 17:52:00+00:00;2016
20628;300 FEET FROM US 64 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-01-04 14:00:20+00:00;2016
20629;CARY;COARSE ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-01-04 14:22:45+00:00;2016
20634;.50 MILES FROM WESTON PKWY;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-01-05 07:28:24+00:00;2016
20641;32 FEET FROM OLDE WEATHERSTONE WAY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-01-05 23:22:46+00:00;2016
20642;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-01-06 09:11:25+00:00;2016
20643;CARY;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-01-06 08:53:09+00:00;2016
20649;450 FEET FROM SR 1624 (HIGH HOUSE RD);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-06 13:43:34+00:00;2016
20650;.4 MILES FROM SR 3060 (MORRISVILLE PKWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-06 12:58:00+00:00;2016
20656;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-06 18:58:08+00:00;2016
20664;.3 MILES FROM US 1 HWY (NORTH);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-01-07 12:32:36+00:00;2016
20665;.30 MILES FROM US 1 HWY;CONCRETE;DRY;DAYLIGHT;CLOUDY;2016-01-07 12:47:14+00:00;2016
20671;0 FEET FROM NC 55 HWY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-06 18:30:15+00:00;2016
20682;350 FEET FROM PVA OF 102 NEW WAVERLY PL;CONCRETE;DRY;DAYLIGHT;CLEAR;2016-01-06 17:06:00+00:00;2016
20683;.25 MILES FROM WAYFIELD LN (LOCAL);SMOOTH ASPHALT;DRY;DAYLIGHT;CLOUDY;2016-01-07 18:11:37+00:00;2016
20685;100 FEET FROM MALVERN HILL LN;SMOOTH ASPHALT;DRY;UNKNOWN;CLEAR;2016-01-06 02:10:47+00:00;2016
20695;130 FEET FROM 2121 WALNUT ST;COARSE ASPHALT;WET;DAYLIGHT;RAIN;2016-01-09 15:28:00+00:00;2016
20701;200 FEET FROM PRESTON VILLAGE WAY;SMOOTH ASPHALT;WET;DAYLIGHT;CLOUDY;2016-01-08 22:44:22+00:00;2016
20713;15 FEET FROM CRICKETFIELD LN;COARSE ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-10 20:02:08+00:00;2016
20722;367 FEET FROM PVA OF 1110 SE CARY PARKWAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-11 15:28:00+00:00;2016
20732;.32 MILES FROM SR#1617 CARPENTER UPCHURCH RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-11 12:48:03+00:00;2016
20733;CARY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-11 20:05:07+00:00;2016
20748;150 FEET FROM PVA 2994 KILDAIRE FARM ROAD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-13 17:38:00+00:00;2016
20769;CARY;SMOOTH ASPHALT;DRY;DUSK;CLEAR;2016-01-14 22:33:46+00:00;2016
20777;200 FEET FROM JULIET CIR;SMOOTH ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLEAR;2016-01-13 23:33:44+00:00;2016
20780;10 FEET FROM 115 GREGORY DR;SMOOTH ASPHALT;WET;DARK - LIGHTED ROADWAY;CLOUDY;2016-01-16 06:52:13+00:00;2016
20781;300 FEET FROM NC 55 HWY;SMOOTH ASPHALT;WET;DARK - ROADWAY NOT LIGHTED;RAIN;2016-01-15 23:13:52+00:00;2016
20784;25 FEET FROM SR 1415 (WALNUT ST);SMOOTH ASPHALT;WET;DAYLIGHT;RAIN;2016-01-15 21:31:54+00:00;2016
20790;20 FEET FROM PVA 1401 SE MAYNARD RD;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-18 16:50:00+00:00;2016
20794;300 FEET FROM CARY RESERVE DR;COARSE ASPHALT;DRY;DARK - LIGHTED ROADWAY;CLOUDY;2016-01-17 09:19:24+00:00;2016
20800;200 FEET FROM PVA (2750 NC 55 HWY);SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-16 21:20:38+00:00;2016
20802;.03 MILES FROM SR 3977 (SW CARY PARKWAY;SMOOTH ASPHALT;DRY;DAYLIGHT;CLEAR;2016-01-18 17:22:00+00:00;2016
20804;CARY;SMOOTH ASPHALT;WET;DAYLIGHT;CLEAR;2016-01-17 17:17:00+00:00;2016
